datetime,open,high,low,close,tick_volume,gradient,signal_label,signal_with_time
2019-10-20,1491.63,1517.98,1480.88,1504.39,660833,14.220000000000027,Bullish,Bullish (2019-10-20 00:00:00)
2019-10-27,1504.46,1516.17,1481.19,1513.82,709870,9.429999999999836,Bullish,Bullish (2019-10-27 00:00:00)
2019-11-03,1514.17,1514.84,1456.25,1459.06,746127,-54.75999999999999,Bearish,Bearish (2019-11-03 00:00:00)
2019-11-10,1459.37,1474.67,1445.62,1467.67,707416,8.610000000000127,Bullish,Bullish (2019-11-10 00:00:00)
2019-11-17,1467.11,1478.89,1456.42,1462.08,704455,-5.5900000000001455,Bearish,Bearish (2019-11-17 00:00:00)
2019-11-24,1460.79,1466.56,1450.08,1463.97,376324,1.8900000000001,Bullish,Bullish (2019-11-24 00:00:00)
2019-12-01,1464.19,1484.09,1453.99,1459.77,585745,-4.2000000000000455,Bearish,Bearish (2019-12-01 00:00:00)
2019-12-08,1459.59,1486.74,1458.76,1475.32,555686,15.549999999999955,Bullish,Bullish (2019-12-08 00:00:00)
2019-12-15,1475.78,1481.69,1470.49,1478.1,389935,2.7799999999999727,Bullish,Bullish (2019-12-15 00:00:00)
2019-12-22,1478.25,1515.33,1477.54,1510.86,334813,32.75999999999999,Bullish,Bullish (2019-12-22 00:00:00)
2019-12-29,1511.44,1553.57,1510.8,1551.64,468403,40.7800000000002,Bullish,Bullish (2019-12-29 00:00:00)
2020-01-05,1558.55,1611.39,1540.27,1562.3,860201,10.659999999999854,Bullish,Bullish (2020-01-05 00:00:00)
2020-01-12,1559.33,1561.49,1535.95,1557.12,526008,-5.180000000000064,Bearish,Bearish (2020-01-12 00:00:00)
2020-01-19,1557.23,1575.83,1546.38,1571.43,497851,14.310000000000173,Bullish,Bullish (2020-01-19 00:00:00)
2020-01-26,1581.21,1590.44,1563.4,1589.17,725171,17.74000000000001,Bullish,Bullish (2020-01-26 00:00:00)
2020-02-02,1593.12,1593.63,1547.51,1570.25,710335,-18.920000000000073,Bearish,Bearish (2020-02-02 00:00:00)
2020-02-09,1572.04,1584.99,1561.81,1583.98,575781,13.730000000000018,Bullish,Bullish (2020-02-09 00:00:00)
2020-02-16,1581.52,1649.27,1578.9,1643.32,683677,59.33999999999992,Bullish,Bullish (2020-02-16 00:00:00)
2020-02-23,1653.32,1689.35,1562.89,1585.67,1424077,-57.649999999999864,Bearish,Bearish (2020-02-23 00:00:00)
2020-03-01,1591.59,1692.16,1575.41,1674.25,1265883,88.57999999999993,Bullish,Bullish (2020-03-01 00:00:00)
2020-03-08,1691.8,1703.29,1504.52,1528.79,1152968,-145.46000000000004,Bearish,Bearish (2020-03-08 00:00:00)
2020-03-15,1563.8,1575.33,1451.22,1496.77,1106042,-32.01999999999998,Bearish,Bearish (2020-03-15 00:00:00)
2020-03-22,1502.5,1644.02,1482.35,1621.61,527412,124.83999999999992,Bullish,Bullish (2020-03-22 00:00:00)
2020-03-29,1628.16,1632.98,1567.84,1615.72,462769,-5.889999999999873,Bearish,Bearish (2020-03-29 00:00:00)
2020-04-05,1615.04,1690.27,1608.77,1683.04,387859,67.31999999999994,Bullish,Bullish (2020-04-05 00:00:00)
2020-04-12,1685.54,1747.81,1671.74,1681.46,638873,-1.5799999999999272,Bearish,Bearish (2020-04-12 00:00:00)
2020-04-19,1678.93,1738.68,1659.45,1726.58,693889,45.11999999999989,Bullish,Bullish (2020-04-19 00:00:00)
2020-04-26,1726.08,1727.27,1670.32,1699.2,789257,-27.37999999999988,Bearish,Bearish (2020-04-26 00:00:00)
2020-05-03,1697.67,1723.35,1681.47,1701.5,551794,2.2999999999999545,Bullish,Bullish (2020-05-03 00:00:00)
2020-05-10,1701.09,1751.63,1691.99,1742.73,663817,41.23000000000002,Bullish,Bullish (2020-05-10 00:00:00)
2020-05-17,1744.29,1765.31,1717.12,1735.41,683923,-7.319999999999936,Bearish,Bearish (2020-05-17 00:00:00)
2020-05-24,1731.74,1737.72,1693.7,1729.81,522113,-5.600000000000136,Bearish,Bearish (2020-05-24 00:00:00)
2020-05-31,1735.05,1745.17,1670.72,1684.27,653328,-45.539999999999964,Bearish,Bearish (2020-05-31 00:00:00)
2020-06-07,1682.73,1744.67,1677.37,1729.83,707074,45.559999999999945,Bullish,Bullish (2020-06-07 00:00:00)
2020-06-14,1726.8,1745.19,1704.22,1743.08,652384,13.25,Bullish,Bullish (2020-06-14 00:00:00)
2020-06-21,1753.02,1779.22,1742.78,1770.38,676042,27.300000000000182,Bullish,Bullish (2020-06-21 00:00:00)
2020-06-28,1775.42,1789.08,1757.44,1773.64,481055,3.259999999999991,Bullish,Bullish (2020-06-28 00:00:00)
2020-07-05,1773.42,1817.97,1770.0,1798.51,509156,24.86999999999989,Bullish,Bullish (2020-07-05 00:00:00)
2020-07-12,1795.97,1815.06,1790.6,1809.38,500742,10.870000000000118,Bullish,Bullish (2020-07-12 00:00:00)
2020-07-19,1808.99,1906.54,1805.71,1901.48,745051,92.09999999999991,Bullish,Bullish (2020-07-19 00:00:00)
2020-07-26,1901.38,1983.07,1899.57,1975.24,919876,73.75999999999999,Bullish,Bullish (2020-07-26 00:00:00)
2020-08-02,1978.48,2075.24,1960.49,2035.12,846616,59.87999999999988,Bullish,Bullish (2020-08-02 00:00:00)
2020-08-09,2033.77,2049.91,1862.6,1943.98,994228,-91.13999999999987,Bearish,Bearish (2020-08-09 00:00:00)
2020-08-16,1946.27,2015.7,1911.47,1940.27,924868,-3.7100000000000364,Bearish,Bearish (2020-08-16 00:00:00)
2020-08-23,1940.19,1976.71,1902.78,1963.99,804414,23.720000000000027,Bullish,Bullish (2020-08-23 00:00:00)
2020-08-30,1965.47,1992.41,1916.36,1933.06,795888,-30.930000000000064,Bearish,Bearish (2020-08-30 00:00:00)
2020-09-06,1929.84,1966.6,1906.41,1940.2,623643,7.1400000000001,Bullish,Bullish (2020-09-06 00:00:00)
2020-09-13,1940.43,1973.58,1932.84,1950.04,631398,9.839999999999918,Bullish,Bullish (2020-09-13 00:00:00)
2020-09-20,1949.45,1955.58,1848.73,1860.28,899037,-89.75999999999999,Bearish,Bearish (2020-09-20 00:00:00)
2020-09-27,1857.97,1917.07,1848.41,1899.24,728306,38.960000000000036,Bullish,Bullish (2020-09-27 00:00:00)
2020-10-04,1904.97,1930.44,1872.86,1930.16,661801,30.920000000000073,Bullish,Bullish (2020-10-04 00:00:00)
2020-10-11,1928.75,1933.19,1882.5,1898.62,794335,-31.54000000000019,Bearish,Bearish (2020-10-11 00:00:00)
2020-10-18,1899.67,1931.38,1894.28,1901.67,671109,3.050000000000182,Bullish,Bullish (2020-10-18 00:00:00)
2020-10-25,1902.64,1911.36,1859.94,1878.38,684969,-23.289999999999964,Bearish,Bearish (2020-10-25 00:00:00)
2020-11-01,1877.02,1960.36,1873.44,1951.23,777010,72.84999999999991,Bullish,Bullish (2020-11-01 00:00:00)
2020-11-08,1954.98,1965.51,1850.53,1889.44,751318,-61.789999999999964,Bearish,Bearish (2020-11-08 00:00:00)
2020-11-15,1888.53,1899.06,1852.72,1870.91,577060,-18.529999999999973,Bearish,Bearish (2020-11-15 00:00:00)
2020-11-22,1868.92,1876.12,1774.33,1786.71,530672,-84.20000000000005,Bearish,Bearish (2020-11-22 00:00:00)
2020-11-29,1789.41,1848.23,1764.23,1838.84,549966,52.12999999999988,Bullish,Bullish (2020-11-29 00:00:00)
2020-12-06,1837.42,1875.29,1822.07,1839.55,621897,0.7100000000000364,Bullish,Bullish (2020-12-06 00:00:00)
2020-12-13,1836.17,1896.21,1819.51,1880.89,652146,41.340000000000146,Bullish,Bullish (2020-12-13 00:00:00)
2020-12-20,1882.89,1906.74,1855.04,1879.51,575126,-1.3800000000001091,Bearish,Bearish (2020-12-20 00:00:00)
2020-12-27,1882.99,1900.41,1869.17,1893.7,422542,14.190000000000055,Bullish,Bullish (2020-12-27 00:00:00)
2021-01-03,1908.61,1959.35,1828.2,1849.02,878976,-44.680000000000064,Bearish,Bearish (2021-01-03 00:00:00)
2021-01-10,1851.61,1863.8,1816.86,1827.42,790877,-21.59999999999991,Bearish,Bearish (2021-01-10 00:00:00)
2021-01-17,1828.66,1875.13,1803.58,1856.11,709241,28.689999999999827,Bullish,Bullish (2021-01-17 00:00:00)
2021-01-24,1856.38,1875.66,1831.37,1848.69,880644,-7.419999999999845,Bearish,Bearish (2021-01-24 00:00:00)
2021-01-31,1859.64,1871.82,1785.03,1813.68,932972,-35.00999999999999,Bearish,Bearish (2021-01-31 00:00:00)
2021-02-07,1815.62,1855.39,1807.75,1824.5,704493,10.819999999999936,Bullish,Bullish (2021-02-07 00:00:00)
2021-02-14,1825.87,1827.02,1760.64,1783.36,854749,-41.1400000000001,Bearish,Bearish (2021-02-14 00:00:00)
2021-02-21,1784.18,1815.99,1717.22,1734.28,1183033,-49.07999999999993,Bearish,Bearish (2021-02-21 00:00:00)
2021-02-28,1735.92,1759.83,1687.28,1700.35,1117758,-33.930000000000064,Bearish,Bearish (2021-02-28 00:00:00)
2021-03-07,1705.95,1739.86,1676.81,1728.03,971753,27.680000000000064,Bullish,Bullish (2021-03-07 00:00:00)
2021-03-14,1729.75,1755.51,1719.23,1745.36,838050,17.329999999999927,Bullish,Bullish (2021-03-14 00:00:00)
2021-03-21,1743.95,1745.5,1721.55,1732.47,737348,-12.889999999999873,Bearish,Bearish (2021-03-21 00:00:00)
2021-03-28,1732.55,1732.89,1677.89,1729.77,596214,-2.7000000000000455,Bearish,Bearish (2021-03-28 00:00:00)
2021-04-04,1727.63,1758.7,1721.31,1743.86,601544,14.089999999999918,Bullish,Bullish (2021-04-04 00:00:00)
2021-04-11,1743.59,1783.87,1723.73,1776.93,641437,33.070000000000164,Bullish,Bullish (2021-04-11 00:00:00)
2021-04-18,1776.91,1797.85,1763.65,1776.56,485513,-0.37000000000011823,Bearish,Bearish (2021-04-18 00:00:00)
2021-04-25,1775.4,1789.97,1756.09,1768.88,428267,-7.679999999999836,Bearish,Bearish (2021-04-25 00:00:00)
2021-05-02,1766.81,1843.29,1766.04,1831.38,433636,62.5,Bullish,Bullish (2021-05-02 00:00:00)
2021-05-09,1833.15,1845.74,1808.75,1843.34,515869,11.959999999999809,Bullish,Bullish (2021-05-09 00:00:00)
2021-05-16,1842.58,1890.04,1842.1,1881.34,484102,38.0,Bullish,Bullish (2021-05-16 00:00:00)
2021-05-23,1881.34,1912.75,1872.74,1903.83,446837,22.49000000000001,Bullish,Bullish (2021-05-23 00:00:00)
2021-05-30,1903.55,1916.6,1855.86,1891.5,398369,-12.329999999999927,Bearish,Bearish (2021-05-30 00:00:00)
2021-06-06,1890.52,1903.64,1869.87,1876.19,381586,-15.309999999999945,Bearish,Bearish (2021-06-06 00:00:00)
2021-06-13,1876.6,1877.66,1760.87,1764.2,491122,-111.99000000000001,Bearish,Bearish (2021-06-13 00:00:00)
2021-06-20,1768.08,1794.94,1766.42,1781.26,444065,17.059999999999945,Bullish,Bullish (2021-06-20 00:00:00)
2021-06-27,1781.86,1795.08,1750.67,1787.47,397018,6.210000000000036,Bullish,Bullish (2021-06-27 00:00:00)
2021-07-04,1787.49,1818.34,1784.48,1808.28,411076,20.809999999999945,Bullish,Bullish (2021-07-04 00:00:00)
2021-07-11,1807.69,1834.14,1791.68,1811.55,431241,3.269999999999982,Bullish,Bullish (2021-07-11 00:00:00)
2021-07-18,1811.64,1824.89,1790.11,1802.04,422136,-9.509999999999991,Bearish,Bearish (2021-07-18 00:00:00)
2021-07-25,1802.25,1832.65,1792.44,1814.09,397986,12.049999999999955,Bullish,Bullish (2021-07-25 00:00:00)
2021-08-01,1813.83,1831.72,1758.68,1763.44,369580,-50.649999999999864,Bearish,Bearish (2021-08-01 00:00:00)
2021-08-08,1764.43,1779.93,1679.17,1779.38,423769,15.940000000000055,Bullish,Bullish (2021-08-08 00:00:00)
2021-08-15,1779.9,1795.51,1770.82,1780.96,410876,1.5799999999999272,Bullish,Bullish (2021-08-15 00:00:00)
2021-08-22,1781.15,1819.28,1776.45,1818.13,341625,37.17000000000007,Bullish,Bullish (2021-08-22 00:00:00)
2021-08-29,1817.9,1833.99,1801.6,1827.52,323576,9.389999999999873,Bullish,Bullish (2021-08-29 00:00:00)
2021-09-05,1827.98,1830.28,1782.37,1787.66,350713,-39.8599999999999,Bearish,Bearish (2021-09-05 00:00:00)
2021-09-12,1788.93,1808.65,1745.3,1754.08,420309,-33.580000000000155,Bearish,Bearish (2021-09-12 00:00:00)
2021-09-19,1754.18,1787.2,1737.93,1750.68,419265,-3.3999999999998636,Bearish,Bearish (2021-09-19 00:00:00)
2021-09-26,1748.64,1764.31,1721.65,1760.52,430806,9.839999999999918,Bullish,Bullish (2021-09-26 00:00:00)
2021-10-03,1761.06,1781.36,1745.88,1756.79,435398,-3.730000000000018,Bearish,Bearish (2021-10-03 00:00:00)
2021-10-10,1757.38,1800.59,1750.17,1767.63,383453,10.840000000000146,Bullish,Bullish (2021-10-10 00:00:00)
2021-10-17,1766.83,1813.84,1760.31,1792.56,440730,24.929999999999836,Bullish,Bullish (2021-10-17 00:00:00)
2021-10-24,1792.97,1810.41,1771.97,1782.96,430493,-9.599999999999909,Bearish,Bearish (2021-10-24 00:00:00)
2021-10-31,1782.92,1818.28,1758.82,1817.93,424733,34.97000000000003,Bullish,Bullish (2021-10-31 00:00:00)
2021-11-07,1816.21,1868.66,1812.44,1864.69,450438,46.75999999999999,Bullish,Bullish (2021-11-07 00:00:00)
2021-11-14,1866.1,1877.13,1843.03,1845.94,410890,-18.75,Bearish,Bearish (2021-11-14 00:00:00)
2021-11-21,1842.96,1849.08,1778.54,1790.96,432585,-54.98000000000002,Bearish,Bearish (2021-11-21 00:00:00)
2021-11-28,1788.94,1808.77,1761.87,1783.44,525529,-7.519999999999982,Bearish,Bearish (2021-11-28 00:00:00)
2021-12-05,1782.83,1793.1,1770.13,1782.87,411880,-0.5700000000001637,Bearish,Bearish (2021-12-05 00:00:00)
2021-12-12,1782.43,1814.25,1751.04,1797.48,381294,14.610000000000127,Bullish,Bullish (2021-12-12 00:00:00)
2021-12-19,1799.3,1810.75,1784.86,1808.48,263324,11.0,Bullish,Bullish (2021-12-19 00:00:00)
2021-12-26,1807.31,1828.61,1789.42,1828.34,282499,19.8599999999999,Bullish,Bullish (2021-12-26 00:00:00)
2022-01-02,1830.09,1831.69,1782.63,1796.62,419687,-31.720000000000027,Bearish,Bearish (2022-01-02 00:00:00)
2022-01-09,1795.74,1829.22,1790.35,1817.38,416194,20.76000000000022,Bullish,Bullish (2022-01-09 00:00:00)
2022-01-16,1817.82,1847.93,1805.79,1834.39,428550,17.00999999999999,Bullish,Bullish (2022-01-16 00:00:00)
2022-01-23,1832.31,1853.88,1780.31,1791.81,518542,-42.580000000000155,Bearish,Bearish (2022-01-23 00:00:00)
2022-01-30,1789.56,1814.92,1785.59,1808.2,390585,16.3900000000001,Bullish,Bullish (2022-01-30 00:00:00)
2022-02-06,1808.75,1865.5,1807.9,1859.0,406600,50.799999999999955,Bullish,Bullish (2022-02-06 00:00:00)
2022-02-13,1860.13,1902.49,1844.56,1897.44,520548,38.440000000000055,Bullish,Bullish (2022-02-13 00:00:00)
2022-02-20,1905.1,1974.41,1878.11,1888.71,549195,-8.730000000000018,Bearish,Bearish (2022-02-20 00:00:00)
2022-02-27,1921.05,1970.77,1890.96,1970.46,545757,81.75,Bullish,Bullish (2022-02-27 00:00:00)
2022-03-06,1978.65,2070.27,1958.71,1987.31,642965,16.84999999999991,Bullish,Bullish (2022-03-06 00:00:00)
2022-03-13,1982.16,1984.08,1895.05,1919.98,398697,-67.32999999999993,Bearish,Bearish (2022-03-13 00:00:00)
2022-03-20,1922.07,1966.12,1910.73,1957.78,367820,37.799999999999955,Bullish,Bullish (2022-03-20 00:00:00)
2022-03-27,1957.78,1958.37,1890.1,1924.35,466557,-33.430000000000064,Bearish,Bearish (2022-03-27 00:00:00)
2022-04-03,1925.57,1948.21,1915.1,1946.12,433575,21.769999999999982,Bullish,Bullish (2022-04-03 00:00:00)
